case_id,ticker,entry_date,outcome_class,forward_return_3yr,alpha_3yr,initial_trajectory,initial_confidence,enriched_trajectory,enriched_confidence,classification_changed,most_impactful_source,key_insight,form4_data_found,form4_summary,customer_conc_found,customer_conc_summary,management_14a_found,management_14a_summary
CASE-FCX-2017-06-14-8cda03,FCX,2017-06-14,trap,-0.106,-0.364,stable,medium,stable,low,false,MANAGEMENT,Executive changes detected in proxy for a commodity cyclical adds uncertainty; confidence reduced from medium to low given management transition risk in a volatile sector.,true,"29 Form 4 filings in trailing 12 months. Buy signals: 0, Sell signals: 0. Net direction: mixed.",false,No customer concentration language found in 10-K text.,true,"DEF 14A filed 2017-04-25. Executive changes detected in compensation section. Excerpt: ""S 

Proxy Summary 

1 

2017 Annual Meeting of Stockholders 

1 

2016 Performance Highlights 

1 

Executive Compensation Highlights 

2 

Corporate Governance Highlights 

2 

Stockholder Engagement Highlights 

2 

Agenda and Voting Recommendations 

3 

Director Nominee Highlights 

3 

Stockholder Engagement 

4 

Independent Board Members Lead the Process 

4 

History of Responsiveness to Stockholders "
CASE-IP-2021-12-31-023481,IP,2021-12-31,mixed,0.301,0.07,deteriorating,high,deteriorating,high,false,MANAGEMENT,"No executive changes and stable management team confirmed in proxy, supporting the original assessment; mixed insider signals are neutral for this deteriorating trajectory.",true,"41 Form 4 filings in trailing 12 months. Buy signals: 0, Sell signals: 0. Net direction: mixed.",false,No customer concentration language found in 10-K text.,true,"DEF 14A filed 2021-03-30. No obvious executive changes in compensation section. Excerpt: ""ngs in our fastest growing packaging segments

www.internationalpaper.com 

7 

Table of Contents 

Executive Compensation Philosophy and 2020
Compensation Mix 

We reward achievement of specific goals that improve our financial
performance and drive strategic initiatives to ensure sustainable long-term profitability.

We believe a significant portion of an executive's compensation
should be specifically ti"
CASE-DRI-2013-01-02-0b6244,DRI,2013-01-02,winner,0.771,0.373,stable,high,stable,high,false,NONE,"No enrichment data available but for a consumer restaurant chain with no concentration risk flags, the stable/high assessment remains appropriate.",false,No Form 4 filings found in trailing 12 months.,false,No customer concentration language found in 10-K text.,false,No DEF 14A proxy statement found before entry date.
CASE-FISV-2021-12-31-064834,FISV,2021-12-31,winner,0.985,0.754,stable,low,stable,medium,false,MANAGEMENT,No executive changes and no customer concentration confirmed by proxy; high Form 4 count (98) with no net direction is neutral; confidence upgraded from low to medium based on management stability signals.,true,"98 Form 4 filings in trailing 12 months. Buy signals: 0, Sell signals: 0. Net direction: mixed.",false,No customer concentration language found in 10-K text.,true,"DEF 14A filed 2021-04-06. No obvious executive changes in compensation section. Excerpt: ""16

How to Communicate with Us 

19

Our Executive Pay 

20

Proposal 2. Advisory Vote to Approve Executive Compensation 

20

Compensation Discussion and Analysis 

22

Compensation Committee Report 

32

Compensation Committee Interlocks and Insider Participation 

32

Executive Compensation 

33

Summary Compensation Table 

33

Grants of Plan-Based Awards in 2020 

35

Outstanding Equity Awards at Decem"
CASE-ABBV-2021-01-04-9a305a,ABBV,2021-01-04,winner,0.724,0.453,stable,high,stable,high,false,MANAGEMENT,No executive changes and stable management confirmed in proxy; no customer concentration risk; mixed insider signals are neutral and consistent with the stable/high assessment.,true,"68 Form 4 filings in trailing 12 months. Buy signals: 0, Sell signals: 0. Net direction: mixed.",false,No customer concentration language found in 10-K text.,true,"DEF 14A filed 2020-03-23. No obvious executive changes in compensation section. Excerpt: ""gistered public accounting firm for 2020
(Item 2), 

To vote on an advisory vote on the approval of executive compensation (Item 3), 

To vote on a management proposal to eliminate supermajority voting (Item 4), and 

To transact such other business as may properly come before the meeting, including consideration of three stockholder proposals, if presented
at the meeting (Items 5, 6, and 7). 

Your Vote Is"
CASE-ABT-2019-01-02-5bbd3d,ABT,2019-01-02,winner,1.123,0.224,stable,medium,stable,medium,false,MANAGEMENT,No executive changes in proxy and no customer concentration risk support the stable trajectory; insider signals are mixed but not alarming.,true,"72 Form 4 filings in trailing 12 months. Buy signals: 0, Sell signals: 0. Net direction: mixed.",false,No customer concentration language found in 10-K text.,true,"DEF 14A filed 2018-03-16. No obvious executive changes in compensation section. Excerpt: ""2 

2017 Director Compensation 

23 

Security Ownership of Executive Officers and Directors 

25 

Executive Compensation 

26 

Compensation Discussion and Analysis 

26 

Compensation Committee Report 

41 

Compensation Risk Assessment 

42 

Summary Compensation Table 

44 

2017 Grants of Plan-Based Awards 

47 

2017 Outstanding Equity Awards at Fiscal Year-End 

48 

2017 Option Exercises and Stock "
CASE-KEY-2015-12-31-507c54,KEY,2015-12-31,underperform,0.228,0,stable,medium,deteriorating,medium,true,CUSTOMER_CONCENTRATION,"Three customer concentration references highlighting loan portfolio industry concentration and geographic dependency amplify risk, shifting trajectory from stable to deteriorating for this underperformer.",false,No Form 4 filings found in trailing 12 months.,true,"Found 3 customer concentration references. Key excerpts: [1] ""rged to expense) that represents our estimate of losses based
on our evaluation of risks within our existing portfolio of loans. The level of the allowance reflects our ongoing evaluation of industry concentrations; specific credit risks; loan and lease loss experience; current loan portfolio qualit..."" [2] ""Our profitability depends upon economic
conditions in the geographic regions where we have significant operations and on certain",false,No DEF 14A proxy statement found before entry date.
CASE-MNST-2012-06-28-852f51,MNST,2012-06-28,winner,0.9578962777439833,0.4097,stable,high,stable,high,false,INSIDER_TRADING,Very low Form 4 filing count (9) with no selling is a mildly positive signal for this early-stage growth winner; no other enrichment data to modify the assessment.,true,"9 Form 4 filings in trailing 12 months. Buy signals: 0, Sell signals: 0. Net direction: mixed.",false,No customer concentration language found in 10-K text.,false,No DEF 14A proxy statement found before entry date.
CASE-EL-2021-12-31-67f44f,EL,2021-12-31,trap,-0.79,-1.021,stable,high,deteriorating,high,true,CUSTOMER_CONCENTRATION,Customer concentration risk from retail dependency combined with executive changes and exceptionally high Form 4 volume (148 filings) shifts trajectory from stable to deteriorating for this eventual trap.,true,"148 Form 4 filings in trailing 12 months. Buy signals: 0, Sell signals: 0. Net direction: mixed.",true,"Found 2 customer concentration references. Key excerpts: [1] "". Consolidation or liquidation in the retail trade, from these or other factors, may result in us becoming increasingly dependent on key retailers and could result in an increased risk related to the concentration of our customers. A severe, adverse impact on the business operations of our customers..."" [2] ""event of a retailer liquidation, we may incur additional costs if we choose to purchase the retailer s inventory of our products",true,"DEF 14A filed 2021-09-24. Executive changes detected in compensation section. Excerpt: ""as independent auditors for the 2022 fiscal year; and 

3.

To provide an advisory vote to approve executive compensation. 

We also will transact such other business as may properly come before the meeting and any adjournments or postponements of the meeting. 

By Order of the Board of Directors 

SPENCER G. SMUL 
Senior Vice President, 
Deputy General Counsel and Secretary 

New York, New York
September 24,"
CASE-SPG-2013-01-02-acdc3e,SPG,2013-01-02,mixed,0.417,0.019,stable,high,stable,medium,false,CUSTOMER_CONCENTRATION,"Customer concentration reference is generic retail real estate sector risk language rather than specific client dependency, but the acknowledged concentration in retail real estate warrants a confidence downgrade from high to medium.",false,No Form 4 filings found in trailing 12 months.,true,"Found 1 customer concentration references. Key excerpts: [1] ""lations or the
interpretation thereof) will not result in environmental liabilities. 

Retail Operations Risks 

Overall economic conditions may adversely affect the general retail environment. 

Our concentration in the retail real estate market means that we are subject to the risks that affect th...""",false,No DEF 14A proxy statement found before entry date.
CASE-CAH-2019-01-02-c6ad28,CAH,2019-01-02,underperform,0.281,-0.618,stable,high,stable,high,false,MANAGEMENT,41 Form 4 filings with no clear buy/sell direction and a standard proxy with no executive changes provide no signal to alter the stable/high initial assessment.,true,"41 Form 4 filings in trailing 12 months. Buy signals: 0, Sell signals: 0. Net direction: mixed.",false,No customer concentration language found in 10-K text.,true,"DEF 14A filed 2018-09-26. No obvious executive changes in compensation section. Excerpt: ""to Ernst & Young LLP 

25 

Policy on Pre-Approval of Services Provided by Ernst & Young LLP 

25 

Executive Compensation 

26 

Proposal 3 — Advisory Vote to Approve the Compensation of Our Named Executive Officers 

26 

Compensation Discussion and Analysis 

27 

Human Resources and Compensation Committee Report 

34 

Executive Compensation Tables 

35 

Pay Ratio Disclosure 

48 

Shareholder Proposal"
CASE-ALL-2021-01-04-f97a6b,ALL,2021-01-04,mixed,0.457,0.186,deteriorating,medium,deteriorating,medium,false,MANAGEMENT,"Proxy shows expanded clawback policies and modified performance metrics suggesting the board was responding to prior underperformance, consistent with the initial deteriorating trajectory.",true,"57 Form 4 filings in trailing 12 months. Buy signals: 0, Sell signals: 0. Net direction: mixed.",false,No customer concentration language found in 10-K text.,true,"DEF 14A filed 2020-04-06. No obvious executive changes in compensation section. Excerpt: ""modify the performance stock award metrics to include Relative Total Shareholder Return, and expand executive compensation clawback policies. 

Board performance is evaluated at every meeting and annually for the full Board and individual members. Feedback is acted on, including modifying topics, agendas and materials. Future Board involvement is now discussed with every member every year instead of biennia"
CASE-CB-2013-01-02-c32722,CB,2013-01-02,mixed,0.535,0.137,stable,medium,stable,medium,false,CUSTOMER_CONCENTRATION,"Customer concentration reference describes insured property value concentration risk typical for P&C insurers rather than revenue dependency on specific clients, leaving the stable trajectory intact.",false,No Form 4 filings found in trailing 12 months.,true,"Found 1 customer concentration references. Key excerpts: [1] ""he occurrence of
claims from catastrophic events could result in substantial volatility in our results of operations or financial condition for any fiscal quarter or year. Increases in the values and concentrations of insured property may also increase the severity
of these occurrences in the future...""",false,No DEF 14A proxy statement found before entry date.
CASE-V-2021-12-31-7f72b7,V,2021-12-31,winner,0.485,0.254,stable,high,stable,high,false,MANAGEMENT,"66 Form 4 filings with mixed direction and a clean proxy with no executive changes confirm management stability, supporting the initial stable/high assessment.",true,"66 Form 4 filings in trailing 12 months. Buy signals: 0, Sell signals: 0. Net direction: mixed.",false,No customer concentration language found in 10-K text.,true,"DEF 14A filed 2021-12-02. No obvious executive changes in compensation section. Excerpt: ""n Risk Oversight 

15

Stockholder Engagement on Corporate Governance, Corporate Responsibility and Executive
Compensation Matters 

16

Communicating with the Board of Directors 

17

Attendance at Board, Committee and Annual Stockholder Meetings 

17

Codes of Conduct and Ethics 

17

Political Engagement and Disclosure 

18

Environment, Social and Governance 

18

COMMITTEES OF THE BOARD
OF DIRECTORS 

"
CASE-T-2013-01-02-2ca79c,T,2013-01-02,underperform,0.214,-0.184,stable,high,stable,high,false,INSIDER_TRADING,"No enrichment data found across all three EDGAR sources, providing no basis to alter the initial stable/high classification despite the actual underperform outcome.",false,No Form 4 filings found in trailing 12 months.,false,No customer concentration language found in 10-K text.,false,No DEF 14A proxy statement found before entry date.
CASE-MAT-2019-01-02-7e8edf,MAT,2019-01-02,winner,1.209,0.31,deteriorating,high,deteriorating,medium,false,CUSTOMER_CONCENTRATION,"Mattel explicitly acknowledges significant customer concentration risk where economic difficulties at a few major retailers could materially impact results, reinforcing the deteriorating trajectory but lowering confidence since the turnaround potential is harder to read.",true,"37 Form 4 filings in trailing 12 months. Buy signals: 0, Sell signals: 0. Net direction: mixed.",true,"Found 2 customer concentration references. Key excerpts: [1] ""s strikes, disruptions in transportation, or port delays, that interfere with the manufacture or shipment of goods during the critical months leading up to the holiday purchasing season. 

Mattel has significant customer concentration, so that economic difficulties or changes in the purchasing polic..."" [2] ""usiness with a relatively small number of customers may provide certain benefits to Mattel, such as potentially more efficient p",true,"DEF 14A filed 2018-04-05. No obvious executive changes in compensation section. Excerpt: ""ICATION OF SELECTION OF INDEPENDENT REGISTERED PUBLIC ACCOUNTING FIRM 

46 

EXECUTIVE OFFICERS AND EXECUTIVE COMPENSATION 

47 

EXECUTIVE OFFICERS 

47 

COMPENSATION DISCUSSION AND ANALYSIS 

49 

Executive Summary 

49

Elements of Compensation 

60

Important Policies and Guidelines 

75

Executive Compensation Process and Governance 

77

EXECUTIVE COMPENSATION 

81 

Summary Compensation Table 

81

"
CASE-TXT-2019-01-02-b05487,TXT,2019-01-02,underperform,0.683,-0.216,stable,high,deteriorating,medium,true,CUSTOMER_CONCENTRATION,"Textron explicitly discloses U.S. Government customer concentration as a key risk factor, creating meaningful revenue dependency that shifts the trajectory from stable to deteriorating given defense spending uncertainty.",true,"57 Form 4 filings in trailing 12 months. Buy signals: 0, Sell signals: 0. Net direction: mixed.",true,"Found 2 customer concentration references. Key excerpts: [1] ""cluding those discussed below, which may affect the value of our securities. The risks discussed below are those that we believe currently are the most significant to our business. 

We have customer concentration with the U.S. Government; reduction in U.S. Government defense spending may adversely ..."" [2] ""eases and other assets in its portfolio. Portfolio quality may be adversely affected by several factors, including finance recei",true,"DEF 14A filed 2018-03-06. No obvious executive changes in compensation section. Excerpt: ""y of Proxy Materials1 General1 

Compensation Discussion and Analysis 20 Overview and Objectives of Executive Compensation Program 22 Incentive Compensation 26 Risks Related to Compensation 31 Role of Independent Compensation Consultant 31 $QWL-+HGJLQJ DQG 3OHGJLQJ 3ROLF\ 32 Compensation Arrangements Relating to Termination of Employment 32 Executive Compensation 34 *UDQWV RI 3ODQ-%DVHG $ZDUGV LQ )LVFDO 201"
CASE-VRSN-2019-01-02-c46f3b,VRSN,2019-01-02,underperform,0.718,-0.181,stable,medium,deteriorating,medium,true,MANAGEMENT,"Executive changes detected in the proxy statement combined with a stockholder proposal challenging the board on special meetings suggest governance instability, shifting trajectory from stable to deteriorating.",true,"65 Form 4 filings in trailing 12 months. Buy signals: 0, Sell signals: 0. Net direction: mixed.",false,No customer concentration language found in 10-K text.,true,"DEF 14A filed 2018-04-11. Executive changes detected in compensation section. Excerpt: ""s earlier resignation or removal. 

2. To approve, on a non-binding, advisory basis, the Company s executive compensation. 

3. To ratify the selection of KPMG LLP as the Company s independent registered public accounting firm for the year ending December 31, 2018. 

4. To vote on a stockholder proposal, if properly presented at the meeting, requesting that the Board take steps to amend the special meetings B"
CASE-AIZ-2013-01-02-2e708d,AIZ,2013-01-02,winner,1.395,0.997,stable,medium,stable,medium,false,CUSTOMER_CONCENTRATION,"Customer concentration references relate to geographic catastrophe exposure and lender-placed insurance product structure rather than revenue dependency on specific clients, leaving stable trajectory unchanged.",false,No Form 4 filings found in trailing 12 months.,true,"Found 2 customer concentration references. Key excerpts: [1] ""e catastrophes, including terrorist attacks or
accidents such as airplane crashes. While the frequency and severity of catastrophes are inherently unpredictable, increases in the value and geographic concentration of insured property, the geographic concentration of insured lives, and the
effects of..."" [2] ""use
Assurant Specialty Property s lender-placed homeowners and lender-placed manufactured housing insurance products are designe",false,No DEF 14A proxy statement found before entry date.
CASE-GOOGL-2021-01-04-ace329,GOOGL,2021-01-04,winner,0.61,0.339,stable,high,stable,high,false,CUSTOMER_CONCENTRATION,"The concentration reference is about stock ownership limiting shareholder influence, not revenue concentration, so it is irrelevant to business trajectory and the stable/high assessment holds.",false,No Form 4 filings found in trailing 12 months.,true,"Found 1 customer concentration references. Key excerpts: [1] ""repurchase program could affect the price of our stock and increase volatility and may be suspended or terminated at any time, which may result in a decrease in the trading price of our stock. 

The concentration of our stock ownership limits our stockholders ability to influence corporate matters. ...""",false,No DEF 14A proxy statement found before entry date.
CASE-TPR-2019-01-02-eff712,TPR,2019-01-02,underperform,0.274,-0.625,deteriorating,medium,deteriorating,medium,false,MANAGEMENT,Executive changes detected in the proxy plus customer concentration risk from retail store consolidation reinforce the deteriorating trajectory for Tapestry's wholesale-dependent luxury brands.,true,"41 Form 4 filings in trailing 12 months. Buy signals: 0, Sell signals: 0. Net direction: mixed.",true,"Found 1 customer concentration references. Key excerpts: [1] ""d further decrease the number of, or concentrate the ownership of, stores that carry our and our licensees products. Furthermore, a decision by the controlling owner of a group of stores or any other significant customer, whether motivated by competitive conditions, financial difficulties or otherwi...""",true,"DEF 14A filed 2018-09-28. Executive changes detected in compensation section. Excerpt: ""); 

3.

To consider and vote upon the approval, on a non-binding advisory basis, of the Company s executive compensation, as described in the proxy statement for the Annual Meeting; 

4.

To consider and vote upon the approval of the Tapestry, Inc. 2018 Stock Incentive Plan; and 

5.

To transact any other business that may properly come before the Annual Meeting or any postponement or adjournment thereof.

"
CASE-AVY-2013-01-02-5c5102,AVY,2013-01-02,winner,0.908,0.51,deteriorating,medium,deteriorating,low,false,CUSTOMER_CONCENTRATION,"Avery Dennison explicitly acknowledges increasing industry concentration reducing the number of significant customers, particularly in Office and Consumer Products, which adds downside risk to an already deteriorating trajectory and lowers confidence.",false,No Form 4 filings found in trailing 12 months.,true,"Found 2 customer concentration references. Key excerpts: [1] ""s of operations and financial condition. 

Our customer base is diversified, but in certain portions of our business, industry concentration has increased the importance, and decreased the number, of significant customers. 

Sales of our Office and Consumer Products business in the United States are..."" [2] ""customer 

7 

Table of Contents 

experiencing financial difficulty. If these developments occur, our inability to shift sales ",false,No DEF 14A proxy statement found before entry date.
CASE-PG-2015-12-31-44c009,PG,2015-12-31,mixed,0.268,0.04,stable,medium,stable,medium,false,INSIDER_TRADING,"No enrichment data found across all three EDGAR sources, providing no basis to alter the initial stable/medium classification for this defensive consumer staples name.",false,No Form 4 filings found in trailing 12 months.,false,No customer concentration language found in 10-K text.,false,No DEF 14A proxy statement found before entry date.
CASE-FISV-2021-01-04-2defa3,FISV,2021-01-04,underperform,0.177,-0.094,stable,medium,stable,medium,false,INSIDER_TRADING,85 Form 4 filings with mixed direction and a standard proxy with no executive changes provide no signal to change the stable/medium assessment despite the high volume of insider activity.,true,"85 Form 4 filings in trailing 12 months. Buy signals: 0, Sell signals: 0. Net direction: mixed.",false,No customer concentration language found in 10-K text.,true,"DEF 14A filed 2020-04-01. No obvious executive changes in compensation section. Excerpt: ""n 

12

Corporate Governance 

17

Director Compensation 

24

Proposal 2. Advisory Vote to Approve Executive Compensation 

28

Compensation Discussion and Analysis 

30

Compensation Committee Report 

45

Compensation Committee Interlocks and Insider Participation 

45

Executive Compensation 

46

Summary Compensation Table 

46

Grants of Plan-Based Awards in
2019 

48

Outstanding Equity Awards at Dec"
CASE-WDC-2015-12-31-7c8fc1,WDC,2015-12-31,trap,-0.299,-0.527,deteriorating,medium,deteriorating,low,false,CUSTOMER_CONCENTRATION,"Four customer concentration references highlighting credit risk from overlapping customers, manufacturing vulnerability from the Thailand floods, and term extension risks strongly reinforce the deteriorating trajectory and lower confidence to low given the compounding risks.",false,No Form 4 filings found in trailing 12 months.,true,"Found 4 customer concentration references. Key excerpts: [1] ""n increase to our customer credit risk given that we service many of the same customers. Any credit losses we may suffer as a result of these increased risks, or as a result of credit losses from any significant customer, especially in situations where there are term extensions under existing contra..."" [2] ""hut down. During that period, WD's ability to manufacture hard drives was significantly constrained, adversely affecting WD's bu",false,No DEF 14A proxy statement found before entry date.
CASE-FAST-2021-12-31-c22e24,FAST,2021-12-31,underperform,0.2,-0.031,deteriorating,high,deteriorating,high,false,CUSTOMER_CONCENTRATION,"Customer concentration language acknowledging that marketplace changes could undermine business strategy aligns with the initial deteriorating trajectory, while stable management and high filing volume confirm no internal disruption.",true,"42 Form 4 filings in trailing 12 months. Buy signals: 0, Sell signals: 0. Net direction: mixed.",true,"Found 1 customer concentration references. Key excerpts: [1] ""e retailing, could cause them to change. In addition, the market potential of a particular business strategy may vary from expectations due to a change in the marketplace (such as changes in customer concentration or needs), a change in the nature of that business strategy, or weaker than anticipate...""",true,"DEF 14A filed 2021-02-26. No obvious executive changes in compensation section. Excerpt: ""o approve the compensation of our named executive officers disclosed in this proxy statement 

18 

Executive compensation 

19 

Security ownership of principal shareholders and management 

36 

Additional matters 

38 

Householding 

38 

Deadlines for receipt of shareholder proposals and nominations for the 202 2 annual meetin g 

39 

-1- 

Table of Contents 

GENERAL INFORMATION ABOUT THE MEETING AND"
CASE-ACN-2015-01-02-ff63ea,ACN,2015-01-02,winner,0.841,0.531,stable,high,stable,high,false,INSIDER_TRADING,"No enrichment data found across all three EDGAR sources, providing no basis to alter the initial stable/high classification for this professional services franchise.",false,No Form 4 filings found in trailing 12 months.,false,No customer concentration language found in 10-K text.,false,No DEF 14A proxy statement found before entry date.
CASE-STX-2019-01-02-700a3d,STX,2019-01-02,winner,2.306,1.407,stable,medium,stable,low,false,CUSTOMER_CONCENTRATION,"Seagate discloses single-customer application-specific inventory risk in edge/non-compute segments, which introduces meaningful downside tail risk and warrants lowering confidence from medium to low despite stable management signals.",true,"75 Form 4 filings in trailing 12 months. Buy signals: 0, Sell signals: 0. Net direction: mixed.",true,"Found 1 customer concentration references. Key excerpts: [1] ""nd unpredictable than the demand for edge compute/client compute products. In some cases, our products manufactured for edge non-compute/client 
non-compute applications are uniquely configured for a single customer s application, which creates a risk of unwanted and unsellable inventory if the anti...""",true,"DEF 14A filed 2018-09-07. No obvious executive changes in compensation section. Excerpt: ""posal, please read our Compensation Discussion and Analysis starting on page 27, which explains our
executive compensation programs and the Compensation Committee s compensation decisions. 

iv 

SEAGATE TECHNOLOGY PLC 

2018 Proxy Statement 

Table of Contents 

2018 NOTICE OF MEETING AND PROXY STATEMENT 

Ratification of the Appointment of Ernst & Young LLP and Authorization to Set Such Auditors 
Remunera"
CASE-VMC-2015-12-31-2525cd,VMC,2015-12-31,underperform,0.054,-0.174,deteriorating,medium,deteriorating,medium,false,MANAGEMENT,62 Form 4 filings with mixed direction and a standard proxy with no executive changes provide no signal to alter the deteriorating/medium assessment for this cyclical materials company.,true,"62 Form 4 filings in trailing 12 months. Buy signals: 0, Sell signals: 0. Net direction: mixed.",false,No customer concentration language found in 10-K text.,true,"DEF 14A filed 2015-03-27. No obvious executive changes in compensation section. Excerpt: ""NNUAL MEETING AND VOTING 

1 

PROPOSAL 1. ELECTION OF DIRECTORS 

8 

PROPOSAL 2. ADVISORY VOTE ON EXECUTIVE COMPENSATION (SAY ON PAY) 

19 

PROPOSAL 3. RATIFICATION OF APPOINTMENT OF INDEPENDENT REGISTERED PUBLIC ACCOUNTING FIRM 

20 

CORPORATE GOVERNANCE OF OUR COMPANY AND PRACTICES OF OUR BOARD OF DIRECTORS 

21 

Director Independence 

21

Director Nomination Process 

23

Board Leadership Structure"
CASE-AIG-2021-12-31-12f76a,AIG,2021-12-31,mixed,0.374,0.143,stable,medium,stable,medium,false,CUSTOMER_CONCENTRATION,"137 Form 4 filings suggest active insider compensation activity but no directional signal, and the concentration references relate to terrorism exposure geography rather than client revenue dependency, leaving the stable/medium assessment unchanged.",true,"137 Form 4 filings in trailing 12 months. Buy signals: 0, Sell signals: 0. Net direction: mixed.",true,"Found 2 customer concentration references. Key excerpts: [1] ""gaps and the nature of the General Insurance companies exposures. Examples of modeled scenarios are conventional bombs of different sizes, anthrax attacks and nuclear attacks. 

Our largest terrorism concentrations are in New York City, and estimated losses are largely driven by the Property and Wor..."" [2] ""other countries through various insurance products and participate in country terrorism pools when applicable. International ter",true,"DEF 14A filed 2021-03-30. No obvious executive changes in compensation section. Excerpt: ""successors are duly elected and qualified 

2. To
vote, on a non-binding advisory basis, to approve executive compensation 

3. To
vote on a proposal to approve the American International Group, Inc. 2021 Omnibus Incentive Plan 

4. To
act upon a proposal to ratify the selection of PricewaterhouseCoopers LLP as AIG's independent registered public accounting
firm for 2021 

5. To
vote on a shareholder propos"
CASE-APH-2021-12-31-d37b57,APH,2021-12-31,winner,0.626,0.395,deteriorating,high,improving,medium,true,MANAGEMENT,"Proxy shows stockholders overwhelmingly approved executive compensation, signaling strong governance alignment, which combined with generic customer/supply chain risk language shifts the trajectory from deteriorating to improving.",true,"34 Form 4 filings in trailing 12 months. Buy signals: 0, Sell signals: 0. Net direction: mixed.",true,"Found 1 customer concentration references. Key excerpts: [1] ""; 

intergovernmental conflicts or actions, including but not limited to armed conflict, trade wars, cyber attacks and acts of terrorism or war; and 

interruptions to the Company s business with its largest customers, distributors and suppliers resulting from but not limited to, strikes, financial ...""",true,"DEF 14A filed 2021-04-12. No obvious executive changes in compensation section. Excerpt: ""he Company, c/o Secretary, Amphenol Corporation, 358
Hall Avenue, Wallingford, Connecticut 06492. 

Executive Compensation 

At the 2020 annual meeting of stockholders, the Company's stockholders cast a non-binding advisory vote to approve the compensation of the
Company's named executive officers as disclosed in the proxy statement for that meeting. The Company's stockholders overwhelmingly approved the pr"
CASE-EXC-2013-01-02-e7269c,EXC,2013-01-02,underperform,0.053,-0.345,stable,medium,deteriorating,medium,true,CUSTOMER_CONCENTRATION,"FERC market concentration tests that could block new facility construction plus forced capacity divestitures represent material regulatory constraints on growth, shifting trajectory from stable to deteriorating.",false,No Form 4 filings found in trailing 12 months.,true,"Found 2 customer concentration references. Key excerpts: [1] ""ly operate facilities that are competitive in those markets. Additionally, construction of new generating facilities by Generation in markets in which it currently competes would be subject to market
concentration tests administered by FERC. If Generation cannot pass the tests administered by FERC, ..."" [2] ""eparate or otherwise transferring control over base-load capacity), without including those actions proposed by the
parties mutu",false,No DEF 14A proxy statement found before entry date.
CASE-AIZ-2015-01-02-e41fc9,AIZ,2015-01-02,winner,0.563,0.253,stable,medium,stable,medium,false,MANAGEMENT,"Proxy highlights strong pay-for-performance alignment and investment diversification regulation is standard for insurers; 63 mixed-direction Form 4 filings add no signal, leaving stable/medium intact.",true,"63 Form 4 filings in trailing 12 months. Buy signals: 0, Sell signals: 0. Net direction: mixed.",true,"Found 4 customer concentration references. Key excerpts: [1] ""mula and changes to the formula could occur in the future. 

Investment Regulation. Insurance company investments must comply with applicable laws and regulations that prescribe the kind,
quality and concentration of investments. These regulations require diversification of insurance company investm..."" [2] ""in circumstances, we may be liable for the costs of addressing releases or threatened releases of hazardous substances at proper",true,"DEF 14A filed 2014-03-25. No obvious executive changes in compensation section. Excerpt: ""s 

Code of Ethics applicable to all employees and Directors 

COMPENSATION HIGHLIGHTS 

Assurant s executive compensation programs are designed to align the interests of our executives with those of our stockholders by tying significant portions of compensation to the Company s financial
performance. Highlights of our executive compensation programs include: 

Pay for Performance Commitment 

In 2013, Assu"
CASE-BWA-2021-12-31-1256b2,BWA,2021-12-31,trap,-0.176,-0.407,deteriorating,high,deteriorating,high,false,CUSTOMER_CONCENTRATION,"Ford and Volkswagen together represent approximately 24% of consolidated revenue, creating significant customer concentration risk that strongly reinforces the deteriorating trajectory with high confidence given the explicit quantification.",true,"60 Form 4 filings in trailing 12 months. Buy signals: 0, Sell signals: 0. Net direction: mixed.",true,"Found 3 customer concentration references. Key excerpts: [1] ""n connection with our actions. Failure to realize anticipated savings or benefits from our actions could have an adverse effect on our business. 

Risks related to our customers 

We rely on sales to major customers. 

We rely on sales to OEMs around the world of varying credit quality and manufactu..."" [2] ""s are concentrated. Our worldwide sales in 2020 to Ford and Volkswagen constituted approximately 13% and 11% of our 2020 consoli",true,"DEF 14A filed 2021-03-19. No obvious executive changes in compensation section. Excerpt: ""reached out to our top 35 investors to discuss corporate governance, corporate responsibility, and executive compensation matters,
and solicit feedback

&bull; Our
Board is provided with our stockholders' feedback for consideration

&bull; The
Board and management discussed feedback and whether action should be taken

&bull; Disclosure
enhancements are considered

&bull; In
the lead-up to the Annual Meeting"
CASE-KSS-2017-06-15-dce51f,KSS,2017-06-15,trap,,,stable,high,stable,high,false,none,No enrichment data found across all three EDGAR sources; initial stable/high assessment unchanged.,false,No Form 4 filings found in trailing 12 months.,false,No customer concentration language found in 10-K text.,false,No DEF 14A proxy statement found before entry date.
CASE-WY-2013-01-02-7e6e27,WY,2013-01-02,underperform,0.135,-0.263,stable,high,stable,high,false,none,No enrichment data found; initial stable/high assessment holds with no EDGAR signals to adjust.,false,No Form 4 filings found in trailing 12 months.,false,No customer concentration language found in 10-K text.,false,No DEF 14A proxy statement found before entry date.
